Year_and_month,Industry,Salary
1993-02-01,Support_service_activities,26219
1993-03-01,Support_service_activities,23949
1993-04-01,Support_service_activities,24090
1993-05-01,Support_service_activities,24978
1993-06-01,Support_service_activities,25133
1993-07-01,Support_service_activities,26061
1993-08-01,Support_service_activities,25298
1993-09-01,Support_service_activities,26950
1993-10-01,Support_service_activities,25531
1993-11-01,Support_service_activities,25684
1993-12-01,Support_service_activities,26975
1994-01-01,Support_service_activities,34949
1994-02-01,Support_service_activities,37792
1994-03-01,Support_service_activities,27432
1994-04-01,Support_service_activities,26147
1994-05-01,Support_service_activities,28008
1994-06-01,Support_service_activities,26963
1994-07-01,Support_service_activities,26746
1994-08-01,Support_service_activities,27751
1994-09-01,Support_service_activities,28411
1994-10-01,Support_service_activities,26889
1994-11-01,Support_service_activities,27136
1994-12-01,Support_service_activities,30709
1995-01-01,Support_service_activities,60691
1995-02-01,Support_service_activities,32930
1995-03-01,Support_service_activities,29436
1995-04-01,Support_service_activities,28859
1995-05-01,Support_service_activities,30737
1995-06-01,Support_service_activities,29972
1995-07-01,Support_service_activities,29714
1995-08-01,Support_service_activities,31753
1995-09-01,Support_service_activities,30699
1995-10-01,Support_service_activities,30176
1995-11-01,Support_service_activities,30239
1995-12-01,Support_service_activities,31279
1996-01-01,Support_service_activities,32384
1996-02-01,Support_service_activities,51801
1996-03-01,Support_service_activities,32911
1996-04-01,Support_service_activities,30877
1996-05-01,Support_service_activities,31704
1996-06-01,Support_service_activities,33406
1996-07-01,Support_service_activities,30983
1996-08-01,Support_service_activities,31160
1996-09-01,Support_service_activities,33026
1996-10-01,Support_service_activities,31562
1996-11-01,Support_service_activities,31061
1996-12-01,Support_service_activities,33136
1997-01-01,Support_service_activities,50195
1997-02-01,Support_service_activities,52115
1997-03-01,Support_service_activities,33207
1997-04-01,Support_service_activities,31631
1997-05-01,Support_service_activities,31906
1997-06-01,Support_service_activities,33056
1997-07-01,Support_service_activities,31114
1997-08-01,Support_service_activities,31398
1997-09-01,Support_service_activities,33172
1997-10-01,Support_service_activities,31898
1997-11-01,Support_service_activities,32586
1997-12-01,Support_service_activities,33655
1998-01-01,Support_service_activities,52231
1998-02-01,Support_service_activities,39360
1998-03-01,Support_service_activities,38255
1998-04-01,Support_service_activities,31391
1998-05-01,Support_service_activities,32850
1998-06-01,Support_service_activities,32564
1998-07-01,Support_service_activities,32473
1998-08-01,Support_service_activities,31266
1998-09-01,Support_service_activities,31617
1998-10-01,Support_service_activities,31405
1998-11-01,Support_service_activities,31139
1998-12-01,Support_service_activities,33633
1999-01-01,Support_service_activities,36666
1999-02-01,Support_service_activities,58249
1999-03-01,Support_service_activities,32865
1999-04-01,Support_service_activities,31991
1999-05-01,Support_service_activities,31874
1999-06-01,Support_service_activities,33445
1999-07-01,Support_service_activities,32501
1999-08-01,Support_service_activities,32525
1999-09-01,Support_service_activities,32401
1999-10-01,Support_service_activities,32052
1999-11-01,Support_service_activities,31728
1999-12-01,Support_service_activities,33912
2000-01-01,Support_service_activities,46554
2000-02-01,Support_service_activities,45802
2000-03-01,Support_service_activities,32184
2000-04-01,Support_service_activities,32183
2000-05-01,Support_service_activities,32656
2000-06-01,Support_service_activities,33738
2000-07-01,Support_service_activities,32957
2000-08-01,Support_service_activities,33364
2000-09-01,Support_service_activities,33260
2000-10-01,Support_service_activities,33316
2000-11-01,Support_service_activities,32645
2000-12-01,Support_service_activities,35026
2001-01-01,Support_service_activities,57093
2001-02-01,Support_service_activities,36905
2001-03-01,Support_service_activities,33809
2001-04-01,Support_service_activities,32895
2001-05-01,Support_service_activities,33184
2001-06-01,Support_service_activities,33694
2001-07-01,Support_service_activities,32667
2001-08-01,Support_service_activities,32939
2001-09-01,Support_service_activities,33727
2001-10-01,Support_service_activities,33016
2001-11-01,Support_service_activities,32832
2001-12-01,Support_service_activities,33906
2002-01-01,Support_service_activities,36370
2002-02-01,Support_service_activities,51102
2002-03-01,Support_service_activities,34141
2002-04-01,Support_service_activities,35352
2002-05-01,Support_service_activities,32581
2002-06-01,Support_service_activities,33005
2002-07-01,Support_service_activities,32437
2002-08-01,Support_service_activities,32177
2002-09-01,Support_service_activities,32716
2002-10-01,Support_service_activities,31615
2002-11-01,Support_service_activities,31340
2002-12-01,Support_service_activities,33928
2003-01-01,Support_service_activities,42776
2003-02-01,Support_service_activities,32875
2003-03-01,Support_service_activities,32258
2003-04-01,Support_service_activities,31351
2003-05-01,Support_service_activities,31237
2003-06-01,Support_service_activities,31666
2003-07-01,Support_service_activities,31668
2003-08-01,Support_service_activities,32300
2003-09-01,Support_service_activities,32635
2003-10-01,Support_service_activities,31320
2003-11-01,Support_service_activities,30791
2003-12-01,Support_service_activities,34251
2004-01-01,Support_service_activities,44787
2004-02-01,Support_service_activities,31392
2004-03-01,Support_service_activities,32192
2004-04-01,Support_service_activities,31730
2004-05-01,Support_service_activities,31974
2004-06-01,Support_service_activities,31860
2004-07-01,Support_service_activities,31640
2004-08-01,Support_service_activities,31929
2004-09-01,Support_service_activities,31243
2004-10-01,Support_service_activities,31173
2004-11-01,Support_service_activities,30761
2004-12-01,Support_service_activities,32798
2005-01-01,Support_service_activities,40902
2005-02-01,Support_service_activities,38834
2005-03-01,Support_service_activities,31846
2005-04-01,Support_service_activities,31576
2005-05-01,Support_service_activities,31818
2005-06-01,Support_service_activities,31862
2005-07-01,Support_service_activities,30841
2005-08-01,Support_service_activities,31145
2005-09-01,Support_service_activities,31554
2005-10-01,Support_service_activities,31180
2005-11-01,Support_service_activities,31129
2005-12-01,Support_service_activities,32162
2006-01-01,Support_service_activities,43487
2006-02-01,Support_service_activities,31310
2006-03-01,Support_service_activities,31830
2006-04-01,Support_service_activities,31508
2006-05-01,Support_service_activities,32009
2006-06-01,Support_service_activities,31732
2006-07-01,Support_service_activities,31558
2006-08-01,Support_service_activities,31424
2006-09-01,Support_service_activities,31974
2006-10-01,Support_service_activities,31870
2006-11-01,Support_service_activities,31432
2006-12-01,Support_service_activities,32264
2007-01-01,Support_service_activities,34679
2007-02-01,Support_service_activities,41652
2007-03-01,Support_service_activities,32681
2007-04-01,Support_service_activities,32129
2007-05-01,Support_service_activities,32208
2007-06-01,Support_service_activities,32608
2007-07-01,Support_service_activities,31668
2007-08-01,Support_service_activities,31832
2007-09-01,Support_service_activities,32305
2007-10-01,Support_service_activities,31802
2007-11-01,Support_service_activities,31692
2007-12-01,Support_service_activities,32749
2008-01-01,Support_service_activities,36907
2008-02-01,Support_service_activities,38756
2008-03-01,Support_service_activities,32552
2008-04-01,Support_service_activities,32269
2008-05-01,Support_service_activities,31859
2008-06-01,Support_service_activities,31943
2008-07-01,Support_service_activities,31732
2008-08-01,Support_service_activities,31762
2008-09-01,Support_service_activities,32152
2008-10-01,Support_service_activities,31443
2008-11-01,Support_service_activities,30655
2008-12-01,Support_service_activities,33575
2009-01-01,Support_service_activities,38443
2009-02-01,Support_service_activities,31421
2009-03-01,Support_service_activities,30766
2009-04-01,Support_service_activities,30850
2009-05-01,Support_service_activities,31244
2009-06-01,Support_service_activities,30230
2009-07-01,Support_service_activities,30026
2009-08-01,Support_service_activities,30039
2009-09-01,Support_service_activities,30820
2009-10-01,Support_service_activities,30562
2009-11-01,Support_service_activities,29983
2009-12-01,Support_service_activities,30995
2010-01-01,Support_service_activities,33230
2010-02-01,Support_service_activities,38091
2010-03-01,Support_service_activities,31800
2010-04-01,Support_service_activities,31488
2010-05-01,Support_service_activities,31240
2010-06-01,Support_service_activities,31423
2010-07-01,Support_service_activities,31004
2010-08-01,Support_service_activities,30944
2010-09-01,Support_service_activities,30762
2010-10-01,Support_service_activities,30855
2010-11-01,Support_service_activities,30921
2010-12-01,Support_service_activities,33176
2011-01-01,Support_service_activities,40721
2011-02-01,Support_service_activities,32808
2011-03-01,Support_service_activities,31779
2011-04-01,Support_service_activities,31924
2011-05-01,Support_service_activities,31931
2011-06-01,Support_service_activities,31793
2011-07-01,Support_service_activities,31686
2011-08-01,Support_service_activities,31979
2011-09-01,Support_service_activities,32257
2011-10-01,Support_service_activities,31800
2011-11-01,Support_service_activities,32172
2011-12-01,Support_service_activities,33546
2012-01-01,Support_service_activities,42727
2012-02-01,Support_service_activities,32266
2012-03-01,Support_service_activities,32878
2012-04-01,Support_service_activities,32676
2012-05-01,Support_service_activities,32592
2012-06-01,Support_service_activities,32900
2012-07-01,Support_service_activities,32692
2012-08-01,Support_service_activities,32008
2012-09-01,Support_service_activities,32819
2012-10-01,Support_service_activities,32130
2012-11-01,Support_service_activities,32010
2012-12-01,Support_service_activities,33670
2013-01-01,Support_service_activities,37193
2013-02-01,Support_service_activities,38380
2013-03-01,Support_service_activities,32968
2013-04-01,Support_service_activities,32852
2013-05-01,Support_service_activities,32869
2013-06-01,Support_service_activities,33746
2013-07-01,Support_service_activities,32668
2013-08-01,Support_service_activities,32471
2013-09-01,Support_service_activities,32988
2013-10-01,Support_service_activities,32316
2013-11-01,Support_service_activities,32466
2013-12-01,Support_service_activities,33190
2014-01-01,Support_service_activities,45692
2014-02-01,Support_service_activities,33137
2014-03-01,Support_service_activities,33326
2014-04-01,Support_service_activities,33233
2014-05-01,Support_service_activities,33811
2014-06-01,Support_service_activities,33862
2014-07-01,Support_service_activities,33544
2014-08-01,Support_service_activities,33849
2014-09-01,Support_service_activities,34631
2014-10-01,Support_service_activities,33528
2014-11-01,Support_service_activities,33248
2014-12-01,Support_service_activities,34669
2015-01-01,Support_service_activities,35826
2015-02-01,Support_service_activities,46409
2015-03-01,Support_service_activities,33609
2015-04-01,Support_service_activities,33813
2015-05-01,Support_service_activities,33775
2015-06-01,Support_service_activities,35812
2015-07-01,Support_service_activities,34296
2015-08-01,Support_service_activities,34261
2015-09-01,Support_service_activities,34702
2015-10-01,Support_service_activities,34270
2015-11-01,Support_service_activities,33952
2015-12-01,Support_service_activities,34929
2016-01-01,Support_service_activities,44368
2016-02-01,Support_service_activities,38609
2016-03-01,Support_service_activities,34501
2016-04-01,Support_service_activities,34250
2016-05-01,Support_service_activities,34557
2016-06-01,Support_service_activities,34796
2016-07-01,Support_service_activities,34378
2016-08-01,Support_service_activities,34488
2016-09-01,Support_service_activities,34712
2016-10-01,Support_service_activities,34603
2016-11-01,Support_service_activities,34499
2016-12-01,Support_service_activities,36588
2017-01-01,Support_service_activities,47335
2017-02-01,Support_service_activities,35024
2017-03-01,Support_service_activities,35059
2017-04-01,Support_service_activities,35299
2017-05-01,Support_service_activities,35647
2017-06-01,Support_service_activities,35531
2017-07-01,Support_service_activities,34866
2017-08-01,Support_service_activities,35227
2017-09-01,Support_service_activities,34626
2017-10-01,Support_service_activities,34926
2017-11-01,Support_service_activities,34766
2017-12-01,Support_service_activities,36003
2018-01-01,Support_service_activities,38665
2018-02-01,Support_service_activities,48409
2018-03-01,Support_service_activities,35637
2018-04-01,Support_service_activities,35263
2018-05-01,Support_service_activities,35432
2018-06-01,Support_service_activities,35971
2018-07-01,Support_service_activities,35819
2018-08-01,Support_service_activities,35844
2018-09-01,Support_service_activities,36182
2018-10-01,Support_service_activities,35581
2018-11-01,Support_service_activities,35986
2018-12-01,Support_service_activities,36982
2019-01-01,Support_service_activities,47567
2019-02-01,Support_service_activities,37997
2019-03-01,Support_service_activities,36546
2019-04-01,Support_service_activities,36312
2019-05-01,Support_service_activities,36394
2019-06-01,Support_service_activities,36806
2019-07-01,Support_service_activities,36491
2019-08-01,Support_service_activities,36607
2019-09-01,Support_service_activities,36356
2019-10-01,Support_service_activities,36376
2019-11-01,Support_service_activities,36001
2019-12-01,Support_service_activities,38027
2020-01-01,Support_service_activities,47020
2020-02-01,Support_service_activities,38438
2020-03-01,Support_service_activities,36352
2020-04-01,Support_service_activities,36261
2020-05-01,Support_service_activities,36248
2020-06-01,Support_service_activities,36980
2020-07-01,Support_service_activities,36256
1980-01-01,Education,0
1980-02-01,Education,0
1980-03-01,Education,0
1980-04-01,Education,0
1980-05-01,Education,0
1980-06-01,Education,0
1980-07-01,Education,0
1980-08-01,Education,0
1980-09-01,Education,0
1980-10-01,Education,0
1980-11-01,Education,0
1980-12-01,Education,0
1981-01-01,Education,0
1981-02-01,Education,0
1981-03-01,Education,0
1981-04-01,Education,0
1981-05-01,Education,0
1981-06-01,Education,0
1981-07-01,Education,0
1981-08-01,Education,0
1981-09-01,Education,0
1981-10-01,Education,0
1981-11-01,Education,0
1981-12-01,Education,0
1982-01-01,Education,0
1982-02-01,Education,0
1982-03-01,Education,0
1982-04-01,Education,0
1982-05-01,Education,0
1982-06-01,Education,0
1982-07-01,Education,0
1982-08-01,Education,0
1982-09-01,Education,0
1982-10-01,Education,0
1982-11-01,Education,0
1982-12-01,Education,0
1983-01-01,Education,0
1983-02-01,Education,0
1983-03-01,Education,0
1983-04-01,Education,0
1983-05-01,Education,0
1983-06-01,Education,0
1983-07-01,Education,0
1983-08-01,Education,0
1983-09-01,Education,0
1983-10-01,Education,0
1983-11-01,Education,0
1983-12-01,Education,0
1984-01-01,Education,0
1984-02-01,Education,0
1984-03-01,Education,0
1984-04-01,Education,0
1984-05-01,Education,0
1984-06-01,Education,0
1984-07-01,Education,0
1984-08-01,Education,0
1984-09-01,Education,0
1984-10-01,Education,0
1984-11-01,Education,0
1984-12-01,Education,0
1985-01-01,Education,0
1985-02-01,Education,0
1985-03-01,Education,0
1985-04-01,Education,0
1985-05-01,Education,0
1985-06-01,Education,0
1985-07-01,Education,0
1985-08-01,Education,0
1985-09-01,Education,0
1985-10-01,Education,0
1985-11-01,Education,0
1985-12-01,Education,0
1986-01-01,Education,0
1986-02-01,Education,0
1986-03-01,Education,0
1986-04-01,Education,0
1986-05-01,Education,0
1986-06-01,Education,0
1986-07-01,Education,0
1986-08-01,Education,0
1986-09-01,Education,0
1986-10-01,Education,0
1986-11-01,Education,0
1986-12-01,Education,0
1987-01-01,Education,0
1987-02-01,Education,0
1987-03-01,Education,0
1987-04-01,Education,0
1987-05-01,Education,0
1987-06-01,Education,0
1987-07-01,Education,0
1987-08-01,Education,0
1987-09-01,Education,0
1987-10-01,Education,0
1987-11-01,Education,0
1987-12-01,Education,0
1988-01-01,Education,0
1988-02-01,Education,0
1988-03-01,Education,0
1988-04-01,Education,0
1988-05-01,Education,0
1988-06-01,Education,0
1988-07-01,Education,0
1988-08-01,Education,0
1988-09-01,Education,0
1988-10-01,Education,0
1988-11-01,Education,0
1988-12-01,Education,0
1989-01-01,Education,0
1989-02-01,Education,0
1989-03-01,Education,0
1989-04-01,Education,0
1989-05-01,Education,0
1989-06-01,Education,0
1989-07-01,Education,0
1989-08-01,Education,0
1989-09-01,Education,0
1989-10-01,Education,0
1989-11-01,Education,0
1989-12-01,Education,0
1990-01-01,Education,0
1990-02-01,Education,0
1990-03-01,Education,0
1990-04-01,Education,0
1990-05-01,Education,0
1990-06-01,Education,0
1990-07-01,Education,0
1990-08-01,Education,0
1990-09-01,Education,0
1990-10-01,Education,0
1990-11-01,Education,0
1990-12-01,Education,0
1991-01-01,Education,0
1991-02-01,Education,0
1991-03-01,Education,0
1991-04-01,Education,0
1991-05-01,Education,0
1991-06-01,Education,0
1991-07-01,Education,0
1991-08-01,Education,0
1991-09-01,Education,0
1991-10-01,Education,0
1991-11-01,Education,0
1991-12-01,Education,0
1992-01-01,Education,0
1992-02-01,Education,0
1992-03-01,Education,0
1992-04-01,Education,0
1992-05-01,Education,0
1992-06-01,Education,0
1992-07-01,Education,0
1992-08-01,Education,0
1992-09-01,Education,0
1992-10-01,Education,0
1992-11-01,Education,0
1992-12-01,Education,0
1993-01-01,Education,0
1993-02-01,Education,0
1993-03-01,Education,0
1993-04-01,Education,0
1993-05-01,Education,0
1993-06-01,Education,0
1993-07-01,Education,0
1993-08-01,Education,0
1993-09-01,Education,0
1993-10-01,Education,0
1993-11-01,Education,0
1993-12-01,Education,0
1994-01-01,Education,0
1994-02-01,Education,0
1994-03-01,Education,0
1994-04-01,Education,0
1994-05-01,Education,0
1994-06-01,Education,0
1994-07-01,Education,0
1994-08-01,Education,0
1994-09-01,Education,0
1994-10-01,Education,0
1994-11-01,Education,0
1994-12-01,Education,0
1995-01-01,Education,0
1995-02-01,Education,0
1995-03-01,Education,0
1995-04-01,Education,0
1995-05-01,Education,0
1995-06-01,Education,0
1995-07-01,Education,0
1995-08-01,Education,0
1995-09-01,Education,0
1995-10-01,Education,0
1995-11-01,Education,0
1995-12-01,Education,0
1996-01-01,Education,0
1996-02-01,Education,0
1996-03-01,Education,0
1996-04-01,Education,0
1996-05-01,Education,0
1996-06-01,Education,0
1996-07-01,Education,0
1996-08-01,Education,0
1996-09-01,Education,0
1996-10-01,Education,0
1996-11-01,Education,0
1996-12-01,Education,0
1997-01-01,Education,0
1997-02-01,Education,0
1997-03-01,Education,0
1997-04-01,Education,0
1997-05-01,Education,0
1997-06-01,Education,0
1997-07-01,Education,0
1997-08-01,Education,0
1997-09-01,Education,0
1997-10-01,Education,0
1997-11-01,Education,0
1997-12-01,Education,0
1998-01-01,Education,0
1998-02-01,Education,0
1998-03-01,Education,0
1998-04-01,Education,0
1998-05-01,Education,0
1998-06-01,Education,0
1998-07-01,Education,0
1998-08-01,Education,0
1998-09-01,Education,0
1998-10-01,Education,0
1998-11-01,Education,0
1998-12-01,Education,0
1999-01-01,Education,0
1999-02-01,Education,0
1999-03-01,Education,0
1999-04-01,Education,0
1999-05-01,Education,0
1999-06-01,Education,0
1999-07-01,Education,0
1999-08-01,Education,0
1999-09-01,Education,0
1999-10-01,Education,0
1999-11-01,Education,0
1999-12-01,Education,0
2000-01-01,Education,0
2000-02-01,Education,0
2000-03-01,Education,0
2000-04-01,Education,0
2000-05-01,Education,0
2000-06-01,Education,0
2000-07-01,Education,0
2000-08-01,Education,0
2000-09-01,Education,0
2000-10-01,Education,0
2000-11-01,Education,0
2000-12-01,Education,0
2001-01-01,Education,0
2001-02-01,Education,0
2001-03-01,Education,0
2001-04-01,Education,0
2001-05-01,Education,0
2001-06-01,Education,0
2001-07-01,Education,0
2001-08-01,Education,0
2001-09-01,Education,0
2001-10-01,Education,0
2001-11-01,Education,0
2001-12-01,Education,0
2002-01-01,Education,0
2002-02-01,Education,0
2002-03-01,Education,0
2002-04-01,Education,0
2002-05-01,Education,0
2002-06-01,Education,0
2002-07-01,Education,0
2002-08-01,Education,0
2002-09-01,Education,0
2002-10-01,Education,0
2002-11-01,Education,0
2002-12-01,Education,0
2003-01-01,Education,0
2003-02-01,Education,0
2003-03-01,Education,0
2003-04-01,Education,0
2003-05-01,Education,0
2003-06-01,Education,0
2003-07-01,Education,0
2003-08-01,Education,0
2003-09-01,Education,0
2003-10-01,Education,0
2003-11-01,Education,0
2003-12-01,Education,0
2004-01-01,Education,0
2004-02-01,Education,0
2004-03-01,Education,0
2004-04-01,Education,0
2004-05-01,Education,0
2004-06-01,Education,0
2004-07-01,Education,0
2004-08-01,Education,0
2004-09-01,Education,0
2004-10-01,Education,0
2004-11-01,Education,0
2004-12-01,Education,0
2005-01-01,Education,0
2005-02-01,Education,0
2005-03-01,Education,0
2005-04-01,Education,0
2005-05-01,Education,0
2005-06-01,Education,0
2005-07-01,Education,0
2005-08-01,Education,0
2005-09-01,Education,0
2005-10-01,Education,0
2005-11-01,Education,0
2005-12-01,Education,0
2006-01-01,Education,0
2006-02-01,Education,0
2006-03-01,Education,0
2006-04-01,Education,0
2006-05-01,Education,0
2006-06-01,Education,0
2006-07-01,Education,0
2006-08-01,Education,0
2006-09-01,Education,0
2006-10-01,Education,0
2006-11-01,Education,0
2006-12-01,Education,0
2007-01-01,Education,0
2007-02-01,Education,0
2007-03-01,Education,0
2007-04-01,Education,0
2007-05-01,Education,0
2007-06-01,Education,0
2007-07-01,Education,0
2007-08-01,Education,0
2007-09-01,Education,0
2007-10-01,Education,0
2007-11-01,Education,0
2007-12-01,Education,0
2008-01-01,Education,0
2008-02-01,Education,0
2008-03-01,Education,0
2008-04-01,Education,0
2008-05-01,Education,0
2008-06-01,Education,0
2008-07-01,Education,0
2008-08-01,Education,0
2008-09-01,Education,0
2008-10-01,Education,0
2008-11-01,Education,0
2008-12-01,Education,0
2009-01-01,Education,26857
2009-02-01,Education,21538
2009-03-01,Education,21779
2009-04-01,Education,21995
2009-05-01,Education,21703
2009-06-01,Education,21631
2009-07-01,Education,21992
2009-08-01,Education,21623
2009-09-01,Education,21868
2009-10-01,Education,21642
2009-11-01,Education,21753
2009-12-01,Education,21922
2010-01-01,Education,22048
2010-02-01,Education,27533
2010-03-01,Education,22969
2010-04-01,Education,22122
2010-05-01,Education,22037
2010-06-01,Education,22110
2010-07-01,Education,22004
2010-08-01,Education,21569
2010-09-01,Education,21836
2010-10-01,Education,21591
2010-11-01,Education,21599
2010-12-01,Education,22178
2011-01-01,Education,26660
2011-02-01,Education,22913
2011-03-01,Education,21661
2011-04-01,Education,21575
2011-05-01,Education,21520
2011-06-01,Education,21415
2011-07-01,Education,21779
2011-08-01,Education,21993
2011-09-01,Education,22627
2011-10-01,Education,21915
2011-11-01,Education,21903
2011-12-01,Education,23078
2012-01-01,Education,30254
2012-02-01,Education,21786
2012-03-01,Education,22007
2012-04-01,Education,22432
2012-05-01,Education,21988
2012-06-01,Education,22060
2012-07-01,Education,22044
2012-08-01,Education,22104
2012-09-01,Education,22446
2012-10-01,Education,22204
2012-11-01,Education,22109
2012-12-01,Education,21750
2013-01-01,Education,23986
2013-02-01,Education,25480
2013-03-01,Education,21548
2013-04-01,Education,22131
2013-05-01,Education,22345
2013-06-01,Education,22457
2013-07-01,Education,23187
2013-08-01,Education,22630
2013-09-01,Education,22590
2013-10-01,Education,22956
2013-11-01,Education,22821
2013-12-01,Education,22937
2014-01-01,Education,31141
2014-02-01,Education,23001
2014-03-01,Education,23072
2014-04-01,Education,22953
2014-05-01,Education,23048
2014-06-01,Education,23330
2014-07-01,Education,23452
2014-08-01,Education,23692
2014-09-01,Education,23997
2014-10-01,Education,23474
2014-11-01,Education,23262
2014-12-01,Education,26229
2015-01-01,Education,25185
2015-02-01,Education,29930
2015-03-01,Education,23631
2015-04-01,Education,23166
2015-05-01,Education,23418
2015-06-01,Education,23674
2015-07-01,Education,23446
2015-08-01,Education,23350
2015-09-01,Education,24081
2015-10-01,Education,23555
2015-11-01,Education,23426
2015-12-01,Education,24808
2016-01-01,Education,30376
2016-02-01,Education,26679
2016-03-01,Education,23553
2016-04-01,Education,23690
2016-05-01,Education,23838
2016-06-01,Education,23897
2016-07-01,Education,23800
2016-08-01,Education,24058
2016-09-01,Education,24270
2016-10-01,Education,24423
2016-11-01,Education,24156
2016-12-01,Education,25725
2017-01-01,Education,32853
2017-02-01,Education,23614
2017-03-01,Education,24199
2017-04-01,Education,24341
2017-05-01,Education,24257
2017-06-01,Education,24338
2017-07-01,Education,24674
2017-08-01,Education,24564
2017-09-01,Education,24906
2017-10-01,Education,24961
2017-11-01,Education,24776
2017-12-01,Education,26010
2018-01-01,Education,26768
2018-02-01,Education,32429
2018-03-01,Education,24649
2018-04-01,Education,24642
2018-05-01,Education,25006
2018-06-01,Education,25693
2018-07-01,Education,25664
2018-08-01,Education,25466
2018-09-01,Education,25851
2018-10-01,Education,25806
2018-11-01,Education,25280
2018-12-01,Education,25282
2019-01-01,Education,35708
2019-02-01,Education,25872
2019-03-01,Education,25370
2019-04-01,Education,25334
2019-05-01,Education,25465
2019-06-01,Education,25848
2019-07-01,Education,27083
2019-08-01,Education,26789
2019-09-01,Education,26107
2019-10-01,Education,25966
2019-11-01,Education,25882
2019-12-01,Education,28220
2020-01-01,Education,37477
2020-02-01,Education,25330
2020-03-01,Education,26193
2020-04-01,Education,25352
2020-05-01,Education,25674
2020-06-01,Education,26146
2020-07-01,Education,26032
1980-01-01,Human_health_activities,11749
1980-02-01,Human_health_activities,15261
1980-03-01,Human_health_activities,12100
1980-04-01,Human_health_activities,11964
1980-05-01,Human_health_activities,12057
1980-06-01,Human_health_activities,11907
1980-07-01,Human_health_activities,12773
1980-08-01,Human_health_activities,12893
1980-09-01,Human_health_activities,13260
1980-10-01,Human_health_activities,12899
1980-11-01,Human_health_activities,12888
1980-12-01,Human_health_activities,12892
1981-01-01,Human_health_activities,14428
1981-02-01,Human_health_activities,14249
1981-03-01,Human_health_activities,14564
1981-04-01,Human_health_activities,14538
1981-05-01,Human_health_activities,14622
1981-06-01,Human_health_activities,14640
1981-07-01,Human_health_activities,14709
1981-08-01,Human_health_activities,14747
1981-09-01,Human_health_activities,14490
1981-10-01,Human_health_activities,14409
1981-11-01,Human_health_activities,14387
1981-12-01,Human_health_activities,14237
1982-01-01,Human_health_activities,16159
1982-02-01,Human_health_activities,13016
1982-03-01,Human_health_activities,13016
1982-04-01,Human_health_activities,13067
1982-05-01,Human_health_activities,13062
1982-06-01,Human_health_activities,13045
1982-07-01,Human_health_activities,12984
1982-08-01,Human_health_activities,13152
1982-09-01,Human_health_activities,13151
1982-10-01,Human_health_activities,13105
1982-11-01,Human_health_activities,13221
1982-12-01,Human_health_activities,13310
1983-01-01,Human_health_activities,12845
1983-02-01,Human_health_activities,17641
1983-03-01,Human_health_activities,13113
1983-04-01,Human_health_activities,13208
1983-05-01,Human_health_activities,12945
1983-06-01,Human_health_activities,14653
1983-07-01,Human_health_activities,13316
1983-08-01,Human_health_activities,13615
1983-09-01,Human_health_activities,14820
1983-10-01,Human_health_activities,13835
1983-11-01,Human_health_activities,13956
1983-12-01,Human_health_activities,15438
1984-01-01,Human_health_activities,19362
1984-02-01,Human_health_activities,16320
1984-03-01,Human_health_activities,14711
1984-04-01,Human_health_activities,14760
1984-05-01,Human_health_activities,16721
1984-06-01,Human_health_activities,15870
1984-07-01,Human_health_activities,15966
1984-08-01,Human_health_activities,16740
1984-09-01,Human_health_activities,18501
1984-10-01,Human_health_activities,16750
1984-11-01,Human_health_activities,16518
1984-12-01,Human_health_activities,17875
1985-01-01,Human_health_activities,15584
1985-02-01,Human_health_activities,23473
1985-03-01,Human_health_activities,15674
1985-04-01,Human_health_activities,16101
1985-05-01,Human_health_activities,16153
1985-06-01,Human_health_activities,17805
1985-07-01,Human_health_activities,16601
1985-08-01,Human_health_activities,16742
1985-09-01,Human_health_activities,17441
1985-10-01,Human_health_activities,17285
1985-11-01,Human_health_activities,17605
1985-12-01,Human_health_activities,20489
1986-01-01,Human_health_activities,27698
1986-02-01,Human_health_activities,20126
1986-03-01,Human_health_activities,17321
1986-04-01,Human_health_activities,17693
1986-05-01,Human_health_activities,18166
1986-06-01,Human_health_activities,17693
1986-07-01,Human_health_activities,18555
1986-08-01,Human_health_activities,17902
1986-09-01,Human_health_activities,20163
1986-10-01,Human_health_activities,17784
1986-11-01,Human_health_activities,18493
1986-12-01,Human_health_activities,18510
1987-01-01,Human_health_activities,32701
1987-02-01,Human_health_activities,18056
1987-03-01,Human_health_activities,17689
1987-04-01,Human_health_activities,17719
1987-05-01,Human_health_activities,19269
1987-06-01,Human_health_activities,17743
1987-07-01,Human_health_activities,19386
1987-08-01,Human_health_activities,19913
1987-09-01,Human_health_activities,20830
1987-10-01,Human_health_activities,20421
1987-11-01,Human_health_activities,20859
1987-12-01,Human_health_activities,20885
1988-01-01,Human_health_activities,22042
1988-02-01,Human_health_activities,34566
1988-03-01,Human_health_activities,20886
1988-04-01,Human_health_activities,20172
1988-05-01,Human_health_activities,20402
1988-06-01,Human_health_activities,23016
1988-07-01,Human_health_activities,21585
1988-08-01,Human_health_activities,21694
1988-09-01,Human_health_activities,23325
1988-10-01,Human_health_activities,22735
1988-11-01,Human_health_activities,21583
1988-12-01,Human_health_activities,22712
1989-01-01,Human_health_activities,34338
1989-02-01,Human_health_activities,28363
1989-03-01,Human_health_activities,21487
1989-04-01,Human_health_activities,22512
1989-05-01,Human_health_activities,22823
1989-06-01,Human_health_activities,22799
